,price,ticker,S_avg,Sigma,signal,position,pnl,cum_pnl
2024-02-27 10:00:00,181.08,AAPL,181.381875,0.5095944945872519,0,-8,-1.2000000000000455,-32.42500000000007
2024-02-27 11:00:00,405.58,MSFT,408.25870833333335,1.57681281398938,-1,-2,1.0120000000000005,-129.63200000000006
2024-02-27 11:00:00,180.82,AAPL,181.32270833333334,0.48758941023325636,-1,-9,2.0800000000001546,-30.344999999999914
2024-02-27 12:00:00,180.18,AAPL,181.23687499999997,0.5002451844504125,-1,-10,5.759999999999877,-24.585000000000036
2024-02-27 12:00:00,404.16,MSFT,408.01120833333334,1.7336151465789473,-1,-3,2.839999999999918,-126.79200000000014
2024-02-27 13:00:00,406.08,MSFT,407.82370833333334,1.6864139849460973,-1,-4,-5.759999999999877,-132.55200000000002
2024-02-27 13:00:00,180.46,AAPL,181.16520833333334,0.48213402242563796,-1,-11,-2.8000000000000114,-27.385000000000048
2024-02-27 14:00:00,407.341,MSFT,407.67875000000004,1.562644810680388,0,-4,-5.044000000000096,-137.59600000000012
2024-02-27 14:00:00,182.945,AAPL,181.2079166666667,0.5860922851115501,1,-10,-27.334999999999837,-54.719999999999885
2024-02-27 15:00:00,407.55,MSFT,407.56958333333336,1.4697971737224562,0,-4,-0.8360000000000127,-138.43200000000013
2024-02-27 15:00:00,182.63,AAPL,181.23208333333335,0.6324485142594723,1,-9,3.1499999999999773,-51.56999999999991
2024-02-27 16:00:00,407.65,MSFT,407.4170833333333,1.2361332739688244,0,-4,-0.3999999999998636,-138.832
2024-02-27 16:00:00,182.91,AAPL,181.25083333333336,0.6756312131869636,1,-8,-2.5200000000000102,-54.08999999999992
2024-02-27 17:00:00,183.065,AAPL,181.31541666666666,0.7695367277543775,1,-7,-1.240000000000009,-55.32999999999993
2024-02-27 17:00:00,407.365,MSFT,407.36229166666664,1.2065093192003142,0,-4,1.1399999999998727,-137.69200000000012
2024-02-27 18:00:00,407.33,MSFT,407.2739583333334,1.1216358193416491,0,-4,0.14000000000010004,-137.55200000000002
2024-02-27 18:00:00,182.86,AAPL,181.3829166666667,0.8312116832188002,1,-6,1.4349999999998886,-53.89500000000004
2024-02-27 19:00:00,407.15,MSFT,407.195625,1.0574776310710716,0,-4,0.7200000000000273,-136.832
2024-02-27 19:00:00,183.06,AAPL,181.46020833333333,0.8975467520424956,1,-5,-1.1999999999999318,-55.09499999999997
2024-02-28 04:00:00,404.75,MSFT,407.0300833333333,1.1172650192262439,-1,-5,9.599999999999909,-127.23200000000008
2024-02-28 04:00:00,181.92,AAPL,181.50666666666666,0.8909907366264826,0,-5,5.700000000000074,-49.3949999999999
2024-02-28 05:00:00,405.86,MSFT,406.88258333333334,1.0202494544343068,-1,-6,-5.550000000000068,-132.78200000000015
2024-02-28 05:00:00,182.78,AAPL,181.56458333333333,0.9275059084154125,1,-4,-4.300000000000068,-53.694999999999965
2024-02-28 06:00:00,182.64,AAPL,181.61249999999998,0.952844711103979,1,-3,0.5600000000000591,-53.134999999999906
2024-02-28 06:00:00,405.36,MSFT,406.74174999999997,0.985396686838776,-1,-7,3.0,-129.78200000000015
2024-02-28 07:00:00,182.13,AAPL,181.65375000000003,0.9529294079428432,0,-3,1.5299999999999727,-51.60499999999993
2024-02-28 07:00:00,406.14,MSFT,406.68591666666674,0.9796944029575906,0,-7,-5.459999999999809,-135.24199999999996
2024-02-28 08:00:00,182.45,AAPL,181.71041666666667,0.9583692179799831,0,-3,-0.9599999999999795,-52.56499999999991
2024-02-28 08:00:00,406.961,MSFT,406.68829166666666,0.9803149662068006,0,-7,-5.747000000000185,-140.98900000000015
2024-02-28 09:00:00,405.424,MSFT,406.6234583333333,1.0111521615654924,-1,-8,10.759000000000242,-130.2299999999999
2024-02-28 09:00:00,181.298,AAPL,181.7195,0.9531533021460155,0,-3,3.4559999999999604,-49.10899999999995
2024-02-28 10:00:00,181.3,AAPL,181.72825,0.948073573094698,0,-3,-0.006000000000028649,-49.11499999999998
2024-02-28 10:00:00,407.01,MSFT,406.6176249999999,1.008382510777266,0,-8,-12.688000000000102,-142.918
2024-02-28 11:00:00,407.32,MSFT,406.62262499999997,1.0116878197167372,0,-8,-2.480000000000018,-145.39800000000002
2024-02-28 11:00:00,181.24,AAPL,181.73783333333333,0.9416382886582363,0,-3,0.18000000000000682,-48.934999999999974
2024-02-28 12:00:00,406.58,MSFT,406.57804166666665,0.9877377525191519,0,-8,5.920000000000073,-139.47799999999995
2024-02-28 12:00:00,180.216,AAPL,181.70600000000002,0.9804844853884751,-1,-4,3.0720000000000027,-45.86299999999997
2024-02-28 13:00:00,407.6,MSFT,406.55929166666664,0.9625305180545483,1,-7,-8.16000000000031,-147.63800000000026
2024-02-28 13:00:00,180.88,AAPL,181.70308333333335,0.9829322112356498,0,-4,-2.655999999999949,-48.51899999999992
2024-02-28 14:00:00,407.15,MSFT,406.56762499999996,0.9669160213737595,0,-7,3.1500000000003183,-144.48799999999994
2024-02-28 14:00:00,180.72,AAPL,181.69933333333333,0.9866522080807866,0,-4,0.6399999999999864,-47.878999999999934
